,Date,month,Open,High,Low,Close,Volume,Market Cap,Mean,normalize,Diff,Class
197,24-Apr-17,Apr,1209.63,1250.94,1209.63,1250.15,"235,806,000","19,705,400,000",1229.89,0.364649083,-0.025238238,TRUE
198,23-Apr-17,Apr,1231.92,1232.2,1203.94,1207.21,"258,951,000","20,066,200,000",1219.565,0.355368997,-0.009280086,FALSE
199,22-Apr-17,Apr,1222.71,1235.56,1208.47,1231.71,"249,320,000","19,913,900,000",1227.21,0.362240305,0.006871308,TRUE
200,21-Apr-17,Apr,1229.42,1235.94,1215.56,1222.05,"272,167,000","20,020,700,000",1225.735,0.360914578,-0.001325727,FALSE
201,20-Apr-17,Apr,1211.08,1240.79,1208.41,1229.08,"315,108,000","19,719,900,000",1220.08,0.355831878,-0.005082701,TRUE
202,19-Apr-17,Apr,1212.13,1215.51,1205.08,1210.29,"288,061,000","19,734,800,000",1211.21,0.347859542,-0.007972335,FALSE
203,18-Apr-17,Apr,1193.77,1217.57,1193.77,1211.67,"270,524,000","19,433,800,000",1202.72,0.34022875,-0.007630792,TRUE
204,17-Apr-17,Apr,1183.25,1194.9,1172.65,1193.91,"253,206,000","19,260,500,000",1188.58,0.327519751,-0.012708999,TRUE
205,16-Apr-17,Apr,1172.61,1187.22,1172.61,1182.94,"183,231,000","19,085,100,000",1177.775,0.317808242,-0.009711509,TRUE
206,15-Apr-17,Apr,1167.3,1188,1164.96,1172.52,"203,559,000","18,996,500,000",1169.91,0.310739199,-0.007069044,TRUE
207,14-Apr-17,Apr,1170.33,1190.8,1159.79,1167.54,"254,827,000","19,043,800,000",1168.935,0.309862871,-0.000876328,FALSE
208,13-Apr-17,Apr,1201.02,1205.89,1156.44,1169.28,"351,969,000","19,541,300,000",1185.15,0.324436875,0.014574004,FALSE
209,12-Apr-17,Apr,1204.81,1207.14,1196.76,1200.37,"288,702,000","19,600,800,000",1202.59,0.340111906,0.015675031,FALSE
210,11-Apr-17,Apr,1187.46,1208.07,1187.46,1205.01,"216,182,000","19,316,000,000",1196.235,0.334400047,-0.005711859,TRUE
211,10-Apr-17,Apr,1187.3,1190.34,1179.04,1187.13,"215,883,000","19,311,200,000",1187.215,0.326292892,-0.008107155,FALSE
212,9-Apr-17,Apr,1176.57,1197.21,1171.86,1187.87,"242,343,000","19,134,400,000",1182.22,0.321803398,-0.004489494,TRUE
213,8-Apr-17,Apr,1172.65,1184.98,1162.58,1175.95,"209,312,000","19,068,600,000",1174.3,0.31468492,-0.007118478,FALSE
214,7-Apr-17,Apr,1178.94,1186.58,1163.39,1176.9,"317,022,000","19,168,500,000",1177.92,0.317938568,0.003253648,FALSE
215,6-Apr-17,Apr,1125.81,1188.37,1125.81,1182.68,"511,222,000","18,302,600,000",1154.245,0.296659533,-0.021279035,TRUE
216,5-Apr-17,Apr,1134.14,1135.09,1113.63,1124.78,"414,784,000","18,435,700,000",1129.46,0.274382833,-0.0222767,FALSE
217,4-Apr-17,Apr,1145.52,1156.44,1120.52,1133.25,"436,310,000","18,619,000,000",1139.385,0.2833034,0.008920567,FALSE
218,3-Apr-17,Apr,1102.95,1151.74,1102.95,1143.81,"580,444,000","17,924,600,000",1123.38,0.268918143,-0.014385257,TRUE
219,2-Apr-17,Apr,1080.61,1107.59,1075.45,1102.17,"514,187,000","17,559,400,000",1091.39,0.240165606,-0.028752537,TRUE
220,1-Apr-17,Apr,1071.71,1091.72,1061.09,1080.5,"289,634,000","17,413,000,000",1076.105,0.226427484,-0.013738122,TRUE
221,31-Mar-17,Mar,1026.64,1074.92,1026.64,1071.79,"447,287,000","16,679,000,000",1049.215,0.202258814,-0.024168669,TRUE
222,30-Mar-17,Mar,1042.21,1049.29,1020.04,1026.43,"352,969,000","16,929,800,000",1034.32,0.188871223,-0.013387591,FALSE
223,29-Mar-17,Mar,1046.08,1055.13,1015.88,1039.97,"298,458,000","16,990,900,000",1043.025,0.196695257,0.007824034,FALSE
224,28-Mar-17,Mar,1044.58,1064.65,1027.73,1047.15,"326,332,000","16,964,500,000",1045.865,0.199247842,0.002552585,TRUE
225,27-Mar-17,Mar,972.05,1046.4,971.98,1045.77,"372,535,000","15,785,000,000",1008.91,0.166032774,-0.033215068,TRUE
226,26-Mar-17,Mar,974.01,1007.96,954.19,966.73,"303,668,000","15,814,800,000",970.37,0.131393112,-0.034639662,FALSE
227,25-Mar-17,Mar,936.54,975.76,903.71,972.78,"435,803,000","15,204,800,000",954.66,0.117273001,-0.014120111,TRUE
228,24-Mar-17,Mar,1038.45,1040.47,934.36,937.52,"491,038,000","16,857,000,000",987.985,0.147225433,0.029952432,FALSE
229,23-Mar-17,Mar,1050.05,1058.01,1028.93,1038.59,"248,540,000","17,043,400,000",1044.32,0.1978592,0.050633767,FALSE
230,22-Mar-17,Mar,1120.65,1120.65,1014.21,1049.14,"380,841,000","18,187,100,000",1084.895,0.234327915,0.036468715,FALSE
231,21-Mar-17,Mar,1055.36,1122.43,1055.36,1120.54,"337,391,000","17,125,600,000",1087.95,0.237073742,0.002745827,TRUE
232,20-Mar-17,Mar,1037.24,1063.03,1036.68,1054.23,"286,530,000","16,829,800,000",1045.735,0.199130998,-0.037942743,TRUE
233,19-Mar-17,Mar,976.73,1069.91,976.73,1036.74,"406,648,000","15,846,000,000",1006.735,0.164077889,-0.035053109,TRUE
234,18-Mar-17,Mar,1099.69,1114.07,957.65,973.82,"621,302,000","17,838,700,000",1036.755,0.191059795,0.026981906,FALSE
235,17-Mar-17,Mar,1180.16,1180.16,1099.57,1100.23,"706,599,000","19,141,800,000",1140.195,0.284031426,0.092971631,FALSE
236,16-Mar-17,Mar,1251.33,1257.98,1152.44,1187.81,"638,568,000","20,293,700,000",1219.57,0.355373491,0.071342065,FALSE
237,15-Mar-17,Mar,1240.16,1251.61,1239.75,1249.61,"297,805,000","20,110,400,000",1244.885,0.378126554,0.022753063,TRUE
238,14-Mar-17,Mar,1232.16,1244.81,1220.72,1240,"245,306,000","19,978,200,000",1236.08,0.37021264,-0.007913913,TRUE
239,13-Mar-17,Mar,1221.78,1237.37,1217.03,1231.92,"380,277,000","19,807,700,000",1226.85,0.361916738,-0.008295902,TRUE
240,12-Mar-17,Mar,1176.62,1226.98,1175.36,1221.38,"227,176,000","19,073,300,000",1199,0.336885223,-0.025031515,TRUE
241,11-Mar-17,Mar,1116.32,1193.83,1116.32,1175.83,"283,320,000","18,093,700,000",1146.075,0.289316356,-0.047568866,TRUE
242,10-Mar-17,Mar,1189.36,1270.47,1077.25,1116.72,"563,796,000","19,275,300,000",1153.04,0.295576482,0.006260126,FALSE
243,9-Mar-17,Mar,1150.35,1197.46,1141.23,1188.49,"212,283,000","18,640,900,000",1169.42,0.310298788,0.014722306,TRUE
244,8-Mar-17,Mar,1223.23,1232.16,1148.08,1150,"332,603,000","19,819,800,000",1186.615,0.325753614,0.015454826,FALSE
245,7-Mar-17,Mar,1273.21,1275.55,1204.8,1223.54,"291,256,000","20,627,100,000",1248.375,0.381263357,0.055509744,FALSE
246,6-Mar-17,Mar,1267.47,1276,1264.6,1272.83,"153,657,000","20,531,900,000",1270.15,0.400834677,0.019571319,TRUE
247,5-Mar-17,Mar,1254.29,1267.29,1238.06,1267.12,"134,127,000","20,316,000,000",1260.705,0.392345533,-0.008489144,TRUE
248,4-Mar-17,Mar,1277.43,1279.4,1230.51,1255.15,"183,270,000","20,688,800,000",1266.29,0.397365318,0.005019785,FALSE
249,3-Mar-17,Mar,1250.71,1280.31,1250.71,1274.99,"315,739,000","20,253,700,000",1262.85,0.394273454,-0.003091864,TRUE
250,2-Mar-17,Mar,1224.68,1262.13,1215.62,1251.01,"368,275,000","19,829,800,000",1237.845,0.371799018,-0.022474436,TRUE
251,1-Mar-17,Mar,1180.04,1222.5,1179.69,1222.5,"229,057,000","19,104,800,000",1201.27,0.338925493,-0.032873525,TRUE
252,28-Feb-17,Feb,1180.72,1193.25,1171.82,1179.97,"184,956,000","19,113,600,000",1180.345,0.320118152,-0.018807341,FALSE
253,27-Feb-17,Feb,1163.78,1181.98,1163.38,1179.97,"131,570,000","18,837,300,000",1171.875,0.312505336,-0.007612816,TRUE
254,26-Feb-17,Feb,1144.27,1167.47,1130.2,1165.2,"116,486,000","18,518,900,000",1154.735,0.297099944,-0.015405392,TRUE
255,25-Feb-17,Feb,1170.41,1174.85,1124.59,1143.84,"139,961,000","18,939,500,000",1157.125,0.29924807,0.002148126,FALSE
256,24-Feb-17,Feb,1172.71,1200.39,1131.96,1173.68,"330,759,000","18,974,400,000",1173.195,0.313691749,0.014443678,TRUE
257,23-Feb-17,Feb,1117.27,1176.62,1116.96,1166.72,"189,454,000","18,075,200,000",1141.995,0.285649262,-0.028042487,TRUE
258,22-Feb-17,Feb,1114.8,1125.39,1100.55,1117.44,"136,100,000","18,033,400,000",1116.12,0.262392872,-0.02325639,TRUE
259,21-Feb-17,Feb,1079.28,1117.25,1076.93,1115.3,"186,869,000","17,456,900,000",1097.29,0.245468512,-0.01692436,TRUE
260,20-Feb-17,Feb,1048.69,1080.49,1041.69,1079.98,"109,478,000","16,960,200,000",1064.335,0.215848635,-0.029619877,TRUE
261,19-Feb-17,Feb,1054.76,1056.81,1043.46,1047.87,"77,423,300","17,056,600,000",1051.315,0.204146289,-0.011702346,FALSE
262,18-Feb-17,Feb,1049.21,1061.1,1046.96,1054.42,"99,073,500","16,964,800,000",1051.815,0.204595688,0.000449399,TRUE
263,17-Feb-17,Feb,1026.12,1053.17,1025.64,1046.21,"136,474,000","16,589,600,000",1036.165,0.190529505,-0.014066183,TRUE
264,16-Feb-17,Feb,1007.65,1033.37,1007.65,1027.44,"122,277,000","16,289,100,000",1017.545,0.173793892,-0.016735613,TRUE
265,15-Feb-17,Feb,1006.21,1008.84,1001.58,1007.48,"89,759,400","16,264,100,000",1006.845,0.164176757,-0.009617135,TRUE
266,14-Feb-17,Feb,991.74,1011.51,986.47,1004.55,"137,946,000","16,028,000,000",998.145,0.156357217,-0.00781954,TRUE
267,13-Feb-17,Feb,998.88,1002.1,976,990.64,"100,607,000","16,141,500,000",994.76,0.153314787,-0.00304243,FALSE
268,12-Feb-17,Feb,1003.52,1004.76,996.92,999.18,"67,530,000","16,214,700,000",1001.35,0.159237864,0.005923077,FALSE
269,11-Feb-17,Feb,988.9,1009.29,982.83,1004.45,"102,261,000","15,976,700,000",996.675,0.155035985,-0.004201879,TRUE
270,10-Feb-17,Feb,995.63,998.9,946.69,988.67,"190,452,000","16,083,600,000",992.15,0.150968925,-0.004067059,FALSE
271,9-Feb-17,Feb,1064.7,1088.99,953.34,994.38,"407,220,000","17,197,100,000",1029.54,0.18457497,0.033606045,FALSE
272,8-Feb-17,Feb,1062.32,1078.97,1037.49,1063.07,"201,855,000","17,156,700,000",1062.695,0.214374607,0.029799637,TRUE
273,7-Feb-17,Feb,1040.14,1061.93,1040.14,1061.35,"146,007,000","16,796,600,000",1050.745,0.203633975,-0.010740632,TRUE
274,6-Feb-17,Feb,1028.4,1044.64,1028.16,1038.15,"111,762,000","16,605,400,000",1033.275,0.187931979,-0.015701995,TRUE
275,5-Feb-17,Feb,1043.52,1043.63,1022.37,1027.34,"114,208,000","16,847,400,000",1035.43,0.189868888,0.001936909,FALSE
276,4-Feb-17,Feb,1031.33,1045.9,1015.16,1042.9,"155,064,000","16,648,800,000",1037.115,0.191383363,0.001514474,TRUE
277,3-Feb-17,Feb,1011.46,1033.87,1008.79,1029.91,"201,278,000","16,326,100,000",1020.685,0.176616117,-0.014767246,TRUE
278,2-Feb-17,Feb,990,1013.52,983.22,1011.8,"145,821,000","15,977,800,000",1000.9,0.158833405,-0.017782712,TRUE
279,1-Feb-17,Feb,970.94,989.11,970.74,989.02,"150,110,000","15,667,900,000",979.98,0.140030558,-0.018802847,TRUE
280,31-Jan-17,Jan,920.96,972.02,920.96,970.4,"164,582,000","14,859,700,000",945.68,0.109201798,-0.03082876,TRUE
281,30-Jan-17,Jan,920.15,923.05,919.47,920.38,"78,227,300","14,844,900,000",920.265,0.086358855,-0.022842943,TRUE
282,29-Jan-17,Jan,922.07,923.42,919.15,919.5,"60,851,700","14,874,000,000",920.785,0.08682623,0.000467375,FALSE
283,28-Jan-17,Jan,919.81,923.91,919.81,921.59,"68,979,600","14,835,800,000",920.7,0.086749832,-7.64E-05,TRUE
284,27-Jan-17,Jan,918.36,923.22,915.85,919.75,"125,594,000","14,810,400,000",919.055,0.08527131,-0.001478522,TRUE
285,26-Jan-17,Jan,902.39,919.33,902.22,917.59,"131,958,000","14,551,200,000",909.99,0.077123709,-0.008147601,TRUE
286,25-Jan-17,Jan,891.92,903.25,891.69,901.54,"120,831,000","14,380,700,000",896.73,0.065205652,-0.011918057,TRUE
287,24-Jan-17,Jan,910.68,924.14,892.29,892.69,"111,349,000","14,681,400,000",901.685,0.069659195,0.004453542,FALSE
288,23-Jan-17,Jan,925.5,928.27,916.74,921.01,"73,588,600","14,918,800,000",923.255,0.08904626,0.019387066,FALSE
289,22-Jan-17,Jan,922.21,937.52,897.56,924.67,"116,573,000","14,863,600,000",923.44,0.089212538,0.000166278,TRUE
290,21-Jan-17,Jan,895.55,927.37,895.53,921.79,"111,158,000","14,432,000,000",908.67,0.075937296,-0.013275242,TRUE
291,20-Jan-17,Jan,898.17,899.4,887.01,895.03,"86,728,400","14,472,100,000",896.6,0.065088808,-0.010848488,FALSE
292,19-Jan-17,Jan,888.34,904.61,884.34,899.07,"105,625,000","14,311,700,000",893.705,0.062486789,-0.002602019,TRUE
293,18-Jan-17,Jan,909.37,917.5,858.3,886.62,"225,677,000","14,648,900,000",897.995,0.066342631,0.003855842,FALSE
294,17-Jan-17,Jan,830.95,910.56,830.8,907.94,"155,095,000","13,383,900,000",869.445,0.040681958,-0.025660673,TRUE
295,16-Jan-17,Jan,821.78,834.53,820.27,831.53,"82,755,200","13,234,600,000",826.655,0.002222406,-0.038459552,TRUE
296,15-Jan-17,Jan,818.14,823.31,812.87,821.8,"71,013,600","13,174,300,000",819.97,-0.003786057,-0.006008462,TRUE
297,14-Jan-17,Jan,825.14,835.09,812.46,818.41,"93,063,300","13,285,200,000",821.775,-0.002163727,0.00162233,FALSE
298,13-Jan-17,Jan,803.74,829,780,823.98,"168,968,000","12,939,100,000",813.86,-0.00927771,-0.007113984,TRUE
299,12-Jan-17,Jan,775.18,826.25,755.76,804.83,"222,326,000","12,477,600,000",790.005,-0.030718529,-0.021440818,TRUE
300,11-Jan-17,Jan,908.12,919.45,762.76,777.76,"310,929,000","14,615,700,000",842.94,0.016859326,0.047577854,FALSE
301,10-Jan-17,Jan,902.44,914.87,901.06,907.68,"115,808,000","14,522,600,000",905.06,0.072692637,0.055833311,TRUE
302,9-Jan-17,Jan,913.24,913.69,879.81,902.83,"141,877,000","14,694,900,000",908.035,0.07536656,0.002673923,FALSE
303,8-Jan-17,Jan,908.17,942.72,887.25,911.2,"158,715,000","14,611,400,000",909.685,0.076849576,0.001483016,TRUE
304,7-Jan-17,Jan,903.49,908.59,823.56,908.59,"279,550,000","14,534,400,000",906.04,0.073573458,-0.003276117,TRUE
305,6-Jan-17,Jan,1014.24,1046.81,883.94,902.2,"351,876,000","16,314,100,000",958.22,0.120472721,0.046899262,FALSE
306,5-Jan-17,Jan,1156.73,1191.1,910.42,1013.38,"510,199,000","18,604,000,000",1085.055,0.234471723,0.113999002,FALSE
307,4-Jan-17,Jan,1044.4,1159.42,1044.4,1154.73,"344,946,000","16,795,400,000",1099.565,0.247513277,0.013041554,TRUE
308,3-Jan-17,Jan,1021.6,1044.08,1021.6,1043.84,"185,168,000","16,426,600,000",1032.72,0.187433147,-0.06008013,TRUE
309,2-Jan-17,Jan,998.62,1031.39,996.7,1021.75,"222,185,000","16,055,100,000",1010.185,0.167178741,-0.020254405,TRUE
310,1-Jan-17,Jan,963.66,1003.08,958.7,998.33,"147,775,000","15,491,200,000",980.995,0.140942837,-0.026235904,TRUE
