,Date,Open,High,Low,Close,Volume,Market Cap,Mean,normalize,Diff,Class
13,"Oct 25, 2017",5524.6,5754.33,5397.88,5750.8,1966990000.0,91954200000.0,5637.7,4.32519870836,-0.169562569958,True
14,"Oct 24, 2017",5935.52,5935.52,5504.18,5526.64,2735700000.0,98781600000.0,5731.08,4.40911281501,0.0839141066443,False
15,"Oct 23, 2017",6006.0,6075.59,5732.47,5930.32,2401840000.0,99941600000.0,5968.16,4.62216010996,0.213047294959,False
16,"Oct 22, 2017",6036.66,6076.26,5792.34,6008.42,2034630000.0,1.00438e+11,6022.54,4.67102763105,0.0488675210893,False
17,"Oct 21, 2017",5996.79,6194.88,5965.07,6031.6,2207100000.0,99763200000.0,6014.195,4.66352856038,-0.00749907067838,True
18,"Oct 20, 2017",5790.265,5969.615,5748.065,5870.06,1993820000.0,96315100000.0,5830.1625,4.4981513615,-0.165377198876,True
19,"Oct 19, 2017",5583.74,5744.35,5531.06,5708.52,1780540000.0,92867000000.0,5646.13,4.33277416262,-0.165377198876,True
20,"Oct 18, 2017",5603.82,5603.82,5151.44,5590.69,2399270000.0,93190200000.0,5597.255,4.28885360188,-0.0439205607436,False
21,"Oct 17, 2017",5741.58,5800.35,5472.72,5605.51,1821570000.0,95469300000.0,5673.545,4.35741011501,0.068556513128,False
22,"Oct 16, 2017",5687.57,5776.23,5544.21,5725.59,2008070000.0,94559000000.0,5706.58,4.38709637023,0.0296862552259,True
23,"Oct 15, 2017",5835.96,5852.48,5478.61,5678.19,1976040000.0,97011900000.0,5757.075,4.43247271222,0.0453763419898,False
24,"Oct 14, 2017",5643.53,5837.7,5591.64,5831.79,1669030000.0,93803000000.0,5737.66,4.41502580303,-0.0174469091936,True
25,"Oct 13, 2017",5236.555,5642.305,5206.82,5639.35,2230320000.0,87029850000.0,5437.9525,4.14569953277,-0.269326270262,True
26,"Oct 12, 2017",5012.9025,5258.0175,4979.225,5232.915,1726300000.0,83304025000.0,5122.90875,3.86259164205,-0.283107890717,True
27,"Oct 11, 2017",4789.25,4873.73,4751.63,4826.48,1222280000.0,79578200000.0,4807.865,3.57948375133,-0.283107890717,True
28,"Oct 10, 2017",4776.21,4922.17,4765.1,4781.99,1597140000.0,79351800000.0,4779.1,3.55363464791,-0.0258491034228,True
29,"Oct 09, 2017",4614.52,4878.71,4564.25,4772.02,1968740000.0,76656500000.0,4693.27,3.47650520078,-0.077129447133,True
30,"Oct 08, 2017",4491.935,4661.295,4442.65,4599.455,1437834000.0,74610800000.0,4545.695,3.34388981967,-0.13261538111,True
31,"Oct 07, 2017",4369.35,4443.88,4321.05,4426.89,906928000.0,72565100000.0,4398.12,3.21127443856,-0.13261538111,True
32,"Oct 06, 2017",4324.46,4413.27,4320.53,4370.81,1069940000.0,71810600000.0,4347.635,3.16590708287,-0.0453673556858,True
33,"Oct 05, 2017",4229.88,4362.64,4164.05,4328.41,1161770000.0,70233700000.0,4279.145,3.10435988686,-0.061547196017,True
34,"Oct 04, 2017",4319.37,4352.31,4210.42,4229.36,1116770000.0,71712500000.0,4274.365,3.10006443355,-0.00429545330649,False
35,"Oct 03, 2017",4408.46,4432.47,4258.89,4317.48,1288020000.0,73181300000.0,4362.97,3.17968758004,0.0796231464898,False
36,"Oct 02, 2017",4395.81,4470.23,4377.46,4409.32,1431730000.0,72963200000.0,4402.565,3.21526885068,0.0355812706423,True
37,"Oct 01, 2017",4341.05,4403.74,4269.81,4403.74,1208210000.0,72047300000.0,4372.395,3.18815717155,-0.0271116791332,True
38,"Sep 30, 2017",4166.11,4358.43,4160.86,4338.71,1207450000.0,69136600000.0,4252.41,3.08033500314,-0.107822168406,True
39,"Sep 29, 2017",4171.62,4214.63,4039.29,4163.07,1367050000.0,69219200000.0,4167.345,3.00389300827,-0.0764419948779,False
40,"Sep 28, 2017",4197.13,4279.31,4109.7,4174.73,1712320000.0,69633200000.0,4185.93,3.02059405423,0.0167010459626,True
41,"Sep 27, 2017",4062.77,4124.6,3989.8,4033.54,1378030000.0,67397100000.0,4048.155,2.89678525103,-0.123808803201,True
42,"Sep 26, 2017",3928.41,3969.89,3869.9,3892.35,1043740000.0,65161000000.0,3910.38,2.77297644783,-0.123808803201,False
43,"Sep 25, 2017",3681.58,3950.25,3681.58,3926.07,1374210000.0,61061100000.0,3803.825,2.67722288568,-0.0957535621491,True
44,"Sep 24, 2017",3796.15,3796.15,3666.9,3682.84,768015000.0,62954300000.0,3739.495,2.61941399212,-0.0578088935578,False
45,"Sep 23, 2017",3629.92,3819.21,3594.58,3792.4,928114000.0,60190000000.0,3711.16,2.59395129977,-0.0254626923513,True
46,"Sep 22, 2017",3628.02,3758.27,3553.53,3630.7,1194830000.0,60152300000.0,3629.36,2.52044333314,-0.0735079666257,False
47,"Sep 21, 2017",3772.19,3894.83,3705.63,3768.325,1204330000.0,62535400000.0,3770.2575,2.64705810976,0.126614776622,False
48,"Sep 20, 2017",3916.36,4031.39,3857.73,3905.95,1213830000.0,64918500000.0,3911.155,2.77367288638,0.126614776622,False
49,"Sep 19, 2017",4073.79,4094.07,3868.87,3924.97,1563980000.0,67520300000.0,3999.38,2.85295455332,0.0792816669383,True
50,"Sep 18, 2017",3840.035,3879.44,3657.255,3753.925,1401565000.0,63639050000.0,3796.98,2.6710717606,-0.181882792727,True
51,"Sep 17, 2017",3606.28,3664.81,3445.64,3582.88,1239150000.0,59757800000.0,3594.58,2.48918896787,-0.181882792727,False
52,"Sep 16, 2017",3637.75,3808.84,3487.79,3625.04,1818400000.0,60271600000.0,3631.395,2.522272046,0.0330830781335,False
53,"Sep 15, 2017",3166.3,3733.45,2946.62,3637.52,4148070000.0,52453500000.0,3401.91,2.31604984892,-0.206222197079,False
54,"Sep 14, 2017",3649.14,3932.715,3368.27,3760.055,3183740000.0,60442850000.0,3704.5975,2.58805403777,0.272004188851,False
55,"Sep 13, 2017",3909.01,4138.6825,3726.745,3945.4325,2524135000.0,64738125000.0,3927.22125,2.78811050703,0.200056469255,False
56,"Sep 12, 2017",4168.88,4344.65,4085.22,4130.81,1864530000.0,69033400000.0,4149.845,2.98816697629,0.200056469255,False
57,"Sep 11, 2017",4122.47,4261.67,4099.4,4161.27,1557330000.0,68256000000.0,4141.87,2.98100039885,-0.0071665774308,True
58,"Sep 10, 2017",4229.34,4245.44,3951.04,4122.94,1679090000.0,70018100000.0,4176.14,3.01179646262,0.0307960637685,False
59,"Sep 09, 2017",4229.81,4308.82,4114.11,4226.06,1386230000.0,70017200000.0,4227.935,3.05834102413,0.0465445615083,False
60,"Sep 08, 2017",4409.475,4481.93,4302.72,4412.97,1615425000.0,72981100000.0,4411.2225,3.22304874336,0.164707719229,False
61,"Sep 07, 2017",4589.14,4655.04,4491.33,4599.88,1844620000.0,75945000000.0,4594.51,3.38775646259,0.164707719229,True
62,"Sep 06, 2017",4376.59,4617.25,4376.59,4597.12,2172100000.0,72418700000.0,4486.855,3.291014407,-0.0967420555878,True
63,"Sep 05, 2017",4228.29,4427.84,3998.11,4376.53,2697970000.0,69954400000.0,4302.41,3.12526652309,-0.165747883915,False
64,"Sep 04, 2017",4406.78,4570.96,4207.85,4479.745,2315580000.0,72898050000.0,4443.2625,3.25184086134,0.126574338254,False
65,"Sep 03, 2017",4654.1,4773.0,4338.545,4529.2575,2518860000.0,76979325000.0,4591.67875,3.38521221527,0.133371353933,False
66,"Sep 02, 2017",4901.42,4975.04,4469.24,4578.77,2722140000.0,81060600000.0,4740.095,3.5185835692,0.133371353933,False
67,"Sep 01, 2017",4701.76,4892.01,4678.53,4892.01,2599080000.0,77748400000.0,4796.885,3.56961678956,0.0510332203505,True
68,"Aug 31, 2017",4555.59,4736.05,4549.4,4703.39,1944930000.0,75322300000.0,4629.49,3.41919055394,-0.150426235615,True
69,"Aug 30, 2017",4570.36,4626.52,4471.41,4565.3,1937850000.0,75556600000.0,4567.83,3.36378100355,-0.0554095503929,False
70,"Aug 29, 2017",4389.21,4625.68,4352.13,4579.02,2486080000.0,72553800000.0,4484.115,3.28855215971,-0.0752288438395,True
71,"Aug 28, 2017",4384.45,4403.93,4224.64,4382.66,1959330000.0,72467900000.0,4383.555,3.1981858868,-0.090366272908,False
72,"Aug 27, 2017",4345.1,4416.59,4317.29,4382.88,1537460000.0,71809200000.0,4363.99,3.18060418305,-0.0175817037534,True
73,"Aug 26, 2017",4372.06,4379.28,4269.52,4352.4,1511610000.0,72249100000.0,4362.23,3.17902259354,-0.00158158950197,False
74,"Aug 25, 2017",4332.82,4455.7,4307.35,4371.6,1727970000.0,71595100000.0,4352.21,3.17001831695,-0.00900427659644,True
75,"Aug 24, 2017",4210.915,4355.74,4192.88,4261.56,2048895000.0,69574050000.0,4236.2375,3.06580190302,-0.10421641393,True
76,"Aug 23, 2017",4089.01,4255.78,4078.41,4151.52,2369820000.0,67553000000.0,4120.265,2.96158548909,-0.10421641393,True
77,"Aug 22, 2017",3998.35,4128.76,3674.58,4100.52,3764240000.0,66051000000.0,4049.435,2.89793549794,-0.0636499911503,True
78,"Aug 21, 2017",4090.48,4109.14,3988.6,4001.74,2800890000.0,67567100000.0,4046.11,2.89494755186,-0.00298794607617,False
79,"Aug 20, 2017",4189.31,4196.29,4069.88,4087.66,2109770000.0,69192700000.0,4138.485,2.97795853495,0.0830109830935,False
80,"Aug 19, 2017",4137.75,4243.26,3970.55,4193.7,2975820000.0,68333100000.0,4165.725,3.00243722702,0.0244786920646,True
81,"Aug 18, 2017",4324.34,4370.13,4015.4,4160.62,2941710000.0,71406500000.0,4242.48,3.07141160328,0.0689743762635,False
82,"Aug 17, 2017",4384.44,4484.7,4243.71,4331.69,2553360000.0,72389100000.0,4358.065,3.17527979793,0.103868194651,False
83,"Aug 16, 2017",4200.34,4381.23,3994.42,4376.63,2272040000.0,69342700000.0,4288.485,3.11275309478,-0.0625267031518,True
84,"Aug 15, 2017",4326.99,4455.97,3906.18,4181.93,3258050000.0,71425500000.0,4254.46,3.08217719546,-0.0305758993208,False
85,"Aug 14, 2017",4066.1,4325.13,3989.16,4325.13,2463090000.0,67112300000.0,4195.615,3.02929728964,-0.0528799058201,True
86,"Aug 13, 2017",3858.365,4137.525,3801.43,4104.92,2341340000.0,63677200000.0,3981.6425,2.83701509662,-0.192282193017,True
87,"Aug 12, 2017",3616.0925,3908.6225,3586.775,3877.77,2181265000.0,59672600000.0,3746.93125,2.62609643242,-0.210918664201,True
88,"Aug 11, 2017",3478.96625,3681.03625,3453.1225,3629.525,1848187500.0,57403650000.0,3554.245625,2.45294327238,-0.173153160046,True
89,"Aug 10, 2017",3341.84,3453.45,3319.47,3381.28,1515110000.0,55134700000.0,3361.56,2.27979011233,-0.173153160046,True
90,"Aug 09, 2017",3420.4,3422.76,3247.67,3342.47,1468960000.0,56424900000.0,3381.435,2.29765039151,0.0178602791771,False
91,"Aug 08, 2017",3370.22,3484.85,3345.83,3419.94,1752760000.0,55590300000.0,3395.08,2.3099122033,0.0122618117923,True
92,"Aug 07, 2017",3212.78,3397.68,3180.89,3378.94,1482280000.0,52987300000.0,3295.86,2.22075009513,-0.0891621081736,True
93,"Aug 06, 2017",3257.61,3293.29,3155.6,3213.94,1105030000.0,53720900000.0,3235.775,2.16675588761,-0.0539942075147,True
94,"Aug 05, 2017",3032.27,3096.31,2949.66,3054.915,1053575000.0,49998550000.0,3043.5925,1.99405485099,-0.172701036626,True
95,"Aug 04, 2017",2806.93,2899.33,2743.72,2895.89,1002120000.0,46276200000.0,2851.41,1.82135381436,-0.172701036626,True
96,"Aug 03, 2017",2709.56,2813.31,2685.14,2804.73,804797000.0,44666400000.0,2757.145,1.73664441981,-0.0847093945473,True
97,"Aug 02, 2017",2727.13,2762.53,2668.59,2710.67,1094950000.0,44950800000.0,2718.9,1.70227630021,-0.0343681196039,False
98,"Aug 01, 2017",2871.3,2921.35,2685.61,2718.26,1324670000.0,47321800000.0,2794.78,1.77046437487,0.0681880746645,False
99,"Jul 31, 2017",2763.24,2889.62,2720.61,2875.34,860575000.0,45535800000.0,2819.29,1.79248980595,0.0220254310757,True
100,"Jul 30, 2017",2724.39,2758.53,2644.85,2757.18,705943000.0,44890700000.0,2740.785,1.72194282649,-0.0705469794615,True
101,"Jul 29, 2017",2807.02,2808.76,2692.8,2726.45,803746000.0,46246700000.0,2766.735,1.74526228534,0.0233194588501,False
102,"Jul 28, 2017",2679.73,2897.45,2679.73,2809.01,1380100000.0,44144400000.0,2744.37,1.72516441647,-0.0200978688702,True
103,"Jul 27, 2017",2538.71,2693.32,2529.34,2671.78,789104000.0,41816500000.0,2605.245,1.60014246223,-0.12502195424,True
104,"Jul 26, 2017",2577.77,2610.76,2450.8,2529.45,937404000.0,42455000000.0,2553.61,1.55374168158,-0.0464007806445,False
105,"Jul 25, 2017",2757.5,2768.08,2480.96,2576.48,1460090000.0,45410100000.0,2666.99,1.6556283962,0.101886714621,False
106,"Jul 24, 2017",2732.7,2777.26,2699.19,2754.86,866474000.0,44995600000.0,2743.78,1.72463422453,0.0690058283274,True
107,"Jul 23, 2017",2808.1,2832.18,2653.94,2730.4,1072840000.0,46231100000.0,2769.25,1.74752234079,0.0228881162586,False
108,"Jul 22, 2017",2668.63,2862.42,2657.71,2810.12,1177130000.0,43929600000.0,2739.375,1.72067575762,-0.0268465831655,True
109,"Jul 21, 2017",2838.41,2838.41,2621.85,2667.76,1489450000.0,46719000000.0,2753.085,1.73299598039,0.0123202227682,True
110,"Jul 20, 2017",2580.745,2617.79,2441.04,2470.595,1367275000.0,42473400000.0,2525.67,1.52863394824,-0.204362032154,True
111,"Jul 19, 2017",2323.08,2397.17,2260.23,2273.43,1245100000.0,38227800000.0,2298.255,1.32427191608,-0.204362032154,False
112,"Jul 18, 2017",2233.52,2387.61,2164.77,2318.88,1512450000.0,36749400000.0,2276.2,1.30445262264,-0.0198192934466,True
113,"Jul 17, 2017",2112.75,2223.19,2003.9,2124.35,1347660000.0,34758500000.0,2118.55,1.16278354026,-0.141669082378,True
114,"Jul 16, 2017",1991.98,2058.77,1843.03,1929.82,1182870000.0,32767600000.0,1960.9,1.02111445788,-0.141669082378,False
115,"Jul 15, 2017",2176.285,2211.01,2013.125,2081.58,1032686500.0,35795350000.0,2128.9325,1.17211357038,0.150999112494,False
116,"Jul 14, 2017",2360.59,2363.25,2183.22,2233.34,882503000.0,38823100000.0,2296.965,1.32311268287,0.150999112494,False
117,"Jul 13, 2017",2402.7,2425.22,2340.83,2357.9,835770000.0,39511000000.0,2380.3,1.39800004716,0.0748873642879,False
118,"Jul 12, 2017",2332.77,2423.71,2275.14,2398.84,1117410000.0,38355900000.0,2365.805,1.38497439953,-0.0130256476313,True
119,"Jul 11, 2017",2385.89,2413.47,2296.81,2337.79,1329760000.0,39224200000.0,2361.84,1.38141133,-0.00356306953143,False
120,"Jul 10, 2017",2525.25,2537.16,2321.13,2372.56,1111200000.0,41509000000.0,2448.905,1.45965058567,0.0782392556756,False
121,"Jul 09, 2017",2572.61,2635.49,2517.59,2518.44,527856000.0,42283200000.0,2545.525,1.54647625481,0.0868256691366,False
122,"Jul 08, 2017",2520.27,2571.34,2492.31,2571.34,733330000.0,41417700000.0,2545.805,1.54672787132,0.000251616511677,True
123,"Jul 07, 2017",2608.59,2916.14,2498.87,2518.66,917412000.0,42864200000.0,2563.625,1.56274146503,0.0160135937074,False
124,"Jul 06, 2017",2608.1,2616.72,2581.69,2608.56,761957000.0,42851400000.0,2608.33,1.60291473701,0.0401732719804,True
125,"Jul 05, 2017",2602.87,2622.65,2538.55,2601.99,941566000.0,42760800000.0,2602.43,1.59761281765,-0.0053019193532,True
126,"Jul 04, 2017",2561.0,2631.59,2559.35,2601.64,985516000.0,42067900000.0,2581.32,1.57864272993,-0.0189700877197,True
127,"Jul 03, 2017",2498.56,2595.0,2480.47,2564.06,964112000.0,41037200000.0,2531.31,1.53370222369,-0.0449405062463,True
128,"Jul 02, 2017",2436.4,2514.28,2394.84,2506.47,803747000.0,40010500000.0,2471.435,1.47989672856,-0.0538054951309,True
129,"Jul 01, 2017",2492.6,2515.27,2419.23,2434.55,779914000.0,40928200000.0,2463.575,1.47283349362,-0.00706323493494,False
130,"Jun 30, 2017",2539.24,2559.25,2478.43,2480.84,860273000.0,41689100000.0,2510.04,1.5145883551,0.0417548614824,False
131,"Jun 29, 2017",2567.56,2588.83,2510.48,2539.32,949979000.0,42150300000.0,2553.44,1.55358891441,0.0390005593099,False
132,"Jun 28, 2017",2553.03,2603.98,2484.42,2574.79,1183870000.0,41906700000.0,2563.91,1.56299757469,0.00940866027593,True
133,"Jun 27, 2017",2478.45,2552.45,2332.99,2552.45,1489790000.0,40677900000.0,2515.45,1.51944994556,-0.0435476291281,True
134,"Jun 26, 2017",2590.57,2615.25,2376.29,2478.45,1663280000.0,42514000000.0,2534.51,1.53657784096,0.017127895402,False
135,"Jun 25, 2017",2607.25,2682.26,2552.12,2589.41,1161100000.0,42783800000.0,2598.33,1.59392843302,0.0573505920544,False
136,"Jun 24, 2017",2738.52,2757.94,2583.19,2608.72,982750000.0,44932900000.0,2673.62,1.66158631575,0.0676578827292,False
137,"Jun 23, 2017",2707.34,2765.17,2706.37,2744.91,961319000.0,44415900000.0,2726.125,1.70876890484,0.0471825890914,True
138,"Jun 22, 2017",2691.03,2723.74,2642.36,2705.41,1097940000.0,44143700000.0,2698.22,1.68369262356,-0.0250762812798,True
139,"Jun 21, 2017",2709.43,2772.01,2660.4,2689.1,1626580000.0,44440800000.0,2699.265,1.68463169233,0.000939068766795,False
140,"Jun 20, 2017",2591.26,2763.45,2589.82,2721.79,1854190000.0,42498000000.0,2656.525,1.64622422908,-0.0384074632467,True
141,"Jun 19, 2017",2549.03,2662.85,2549.03,2589.6,1446840000.0,41800600000.0,2569.315,1.567854672,-0.0783695570834,True
142,"Jun 18, 2017",2655.35,2662.1,2516.33,2548.29,1178660000.0,43539300000.0,2601.82,1.59706465311,0.0292099811145,False
143,"Jun 17, 2017",2514.01,2685.19,2484.96,2655.88,1534510000.0,41217200000.0,2584.945,1.58190026513,-0.0151643879805,True
144,"Jun 16, 2017",2469.57,2539.92,2385.15,2518.56,1195190000.0,40484100000.0,2494.065,1.50023273448,-0.0816675306472,True
145,"Jun 15, 2017",2499.58,2534.71,2212.96,2464.58,2026260000.0,40971300000.0,2482.08,1.48946264915,-0.0107700853302,False
146,"Jun 14, 2017",2716.88,2786.83,2412.94,2506.37,1696560000.0,44528300000.0,2611.625,1.60587572417,0.116413075019,False
147,"Jun 13, 2017",2680.91,2789.04,2650.38,2717.02,1781200000.0,43934100000.0,2698.965,1.68436210321,0.0784863790353,True
148,"Jun 12, 2017",2953.22,2997.26,2518.56,2659.63,2569530000.0,48391200000.0,2806.425,1.78092892587,0.0965668226601,False
149,"Jun 11, 2017",2942.41,2996.6,2840.53,2958.11,1752400000.0,48208700000.0,2950.26,1.91018342928,0.129254503418,True
150,"Jun 10, 2017",2828.14,2950.99,2746.55,2947.71,2018890000.0,46331400000.0,2887.925,1.85416730337,-0.0560161259121,True
151,"Jun 09, 2017",2807.44,2901.71,2795.62,2823.81,1348950000.0,45987100000.0,2815.625,1.78919632554,-0.0649709778366,True
152,"Jun 08, 2017",2720.49,2815.3,2670.95,2805.62,1281170000.0,44557100000.0,2763.055,1.74195532547,-0.0472410000674,True
153,"Jun 07, 2017",2869.38,2869.38,2700.56,2732.16,1517710000.0,46989800000.0,2800.77,1.77584717096,0.0338918454925,False
154,"Jun 06, 2017",2690.84,2999.91,2690.84,2863.2,2089610000.0,44061000000.0,2777.02,1.75450469899,-0.0213424719726,True
155,"Jun 05, 2017",2512.4,2686.81,2510.22,2686.81,1369310000.0,41133900000.0,2599.605,1.59507418678,-0.159430512211,True
156,"Jun 04, 2017",2547.79,2585.89,2452.54,2511.81,1355120000.0,41708200000.0,2529.8,1.53234529179,-0.0627288949915,False
157,"Jun 03, 2017",2493.72,2581.91,2423.57,2515.35,1514950000.0,40817100000.0,2504.535,1.50964139476,-0.0227038970269,True
158,"Jun 02, 2017",2404.03,2488.55,2373.32,2488.55,1317030000.0,39344600000.0,2446.29,1.45730066718,-0.0523407275808,True
159,"Jun 01, 2017",2288.33,2448.39,2288.33,2407.88,1653180000.0,37446200000.0,2348.105,1.36906864147,-0.0882320257108,True
160,"May 31, 2017",2187.19,2311.08,2145.57,2286.41,1544830000.0,35786700000.0,2236.8,1.26904658492,-0.100022056544,True
161,"May 30, 2017",2255.36,2301.96,2124.57,2175.47,1443970000.0,36897000000.0,2215.415,1.24982937384,-0.0192172110793,False
162,"May 29, 2017",2159.43,2307.05,2107.17,2255.61,994625000.0,35323500000.0,2207.52,1.24273468685,-0.00709468699889,True
163,"May 28, 2017",2054.08,2267.34,2054.08,2155.8,1147140000.0,33595900000.0,2104.94,1.15055318053,-0.0921815063137,True
164,"May 27, 2017",2196.27,2260.2,1855.83,2038.87,1700480000.0,35917100000.0,2117.57,1.16190288247,0.0113497019374,False
165,"May 26, 2017",2321.255,2511.955,2070.565,2171.925,2053590000.0,37956250000.0,2246.59,1.27784417653,0.115941294059,False
166,"May 25, 2017",2446.24,2763.71,2285.3,2304.98,2406700000.0,39995400000.0,2375.61,1.39378547059,0.115941294059,False
167,"May 24, 2017",2321.37,2523.72,2321.37,2443.64,1725380000.0,37949200000.0,2382.505,1.39998152719,0.00619605660005,True
168,"May 23, 2017",2182.28,2413.81,2169.62,2308.52,1833800000.0,35671400000.0,2245.4,1.27677480635,-0.123206720834,True
169,"May 22, 2017",2043.19,2303.9,2017.87,2173.4,1942220000.0,33393600000.0,2108.295,1.15356808552,-0.123206720834,True
170,"May 21, 2017",2067.03,2119.08,2037.5,2041.2,1147860000.0,33779400000.0,2054.115,1.10488029051,-0.0486877950095,False
171,"May 20, 2017",1984.24,2084.73,1974.92,2084.73,961336000.0,32422400000.0,2034.485,1.08724017578,-0.0176401147294,True
172,"May 19, 2017",1897.37,2004.52,1890.25,1987.71,1157290000.0,30999000000.0,1942.54,1.00461560376,-0.082624572022,True
173,"May 18, 2017",1818.7,1904.48,1807.12,1888.65,894321000.0,29710500000.0,1853.675,0.924758813365,-0.0798567903935,True
174,"May 17, 2017",1726.73,1864.05,1661.91,1839.09,1064730000.0,28204800000.0,1782.91,0.861167233191,-0.0635915801744,True
175,"May 16, 2017",1741.7,1785.94,1686.54,1734.45,959045000.0,28446300000.0,1738.075,0.820877139259,-0.0402900939323,False
176,"May 15, 2017",1808.44,1812.8,1708.54,1738.43,731529000.0,29532600000.0,1773.435,0.852652710162,0.0317755709032,False
177,"May 14, 2017",1800.86,1831.42,1776.62,1808.91,437196000.0,29405100000.0,1804.885,0.880914636206,0.0282619260437,True
178,"May 13, 2017",1723.12,1812.99,1651.08,1804.91,579635000.0,28132300000.0,1764.015,0.844187611805,-0.0367270244009,True
179,"May 12, 2017",1845.76,1856.15,1694.01,1724.24,740984000.0,30131100000.0,1785.0,0.863045370725,0.0188577589198,False
180,"May 11, 2017",1780.37,1873.93,1755.35,1848.57,799490000.0,29060600000.0,1814.47,0.889528008579,0.026482637854,True
181,"May 10, 2017",1756.52,1788.44,1719.1,1787.13,915723000.0,28668100000.0,1771.825,0.85120591522,-0.0383220933588,True
182,"May 09, 2017",1723.89,1833.49,1716.3,1755.36,1167920000.0,28132200000.0,1739.625,0.822270016377,-0.0289358988429,True
183,"May 08, 2017",1596.92,1723.35,1596.92,1723.35,1340320000.0,26056500000.0,1660.135,0.750837885973,-0.0714321304043,True
184,"May 07, 2017",1579.47,1596.72,1559.76,1596.71,1080030000.0,25768500000.0,1588.09,0.686096058888,-0.0647418270849,True
185,"May 06, 2017",1556.81,1578.8,1542.5,1578.8,582530000.0,25395600000.0,1567.805,0.667867341247,-0.0182287176406,True
186,"May 05, 2017",1540.87,1618.03,1530.31,1555.45,946036000.0,25133100000.0,1548.16,0.650213747062,-0.0176535941853,True
187,"May 04, 2017",1490.72,1608.91,1490.72,1537.67,933549000.0,24311900000.0,1514.195,0.619691765565,-0.0305219814968,True
188,"May 03, 2017",1453.78,1492.77,1447.49,1490.09,583796000.0,23707100000.0,1471.935,0.58171564491,-0.0379761206553,True
189,"May 02, 2017",1421.03,1473.9,1415.69,1452.82,477338000.0,23170200000.0,1436.925,0.550254594646,-0.0314610502636,True
190,"May 01, 2017",1348.3,1434.32,1348.3,1421.6,713624000.0,21981800000.0,1384.95,0.503548279666,-0.0467063149801,True
191,"Apr 30, 2017",1321.87,1347.91,1314.92,1347.89,413115000.0,21548400000.0,1334.88,0.458553855596,-0.0449944240703,True
192,"Apr 29, 2017",1317.84,1327.2,1315.21,1321.79,422706000.0,21479800000.0,1319.815,0.445015988637,-0.0135378669586,True
193,"Apr 28, 2017",1317.74,1331.28,1292.37,1316.48,527489000.0,21476000000.0,1317.11,0.442585193408,-0.00243079522888,False
194,"Apr 27, 2017",1281.88,1319.7,1281.3,1317.73,449197000.0,20889200000.0,1299.805,0.427034394356,-0.015550799052,True
195,"Apr 26, 2017",1265.99,1294.83,1265.93,1281.08,329631000.0,20627900000.0,1273.535,0.403427373778,-0.0236070205777,True
196,"Apr 25, 2017",1250.45,1267.58,1249.97,1265.49,242556000.0,20372300000.0,1257.97,0.38944019162,-0.013987182158,True
197,"Apr 24, 2017",1209.63,1250.94,1209.63,1250.15,235806000.0,19705400000.0,1229.89,0.364206650021,-0.0252335415996,True
198,"Apr 23, 2017",1231.92,1232.2,1203.94,1207.21,258951000.0,20066200000.0,1219.565,0.354928291153,-0.00927835886809,False
199,"Apr 22, 2017",1222.71,1235.56,1208.47,1231.71,249320000.0,19913900000.0,1227.21,0.361798320552,0.00687002939918,True
200,"Apr 21, 2017",1229.42,1235.94,1215.56,1222.05,272167000.0,20020700000.0,1225.735,0.360472840714,-0.0013254798383,False
